"Table S4. Quasi-likelihood F-tests for VRE0008 comparing antibiotic-treated versus untreated conditions, showing log-fold changes (logFC) in gene expression, log-counts per million (logCPM) as normalized read counts, F-statistics, p-values, and FDR-adjusted p-values.",logFC,logCPM,F,PValue,FDR
DUF960 domain-containing protein,0.129853703,-2.08315458,0.088202163,0.777904582,0.858257002
Trk system potassium uptake protein TrkA,0.048818029,8.210149171,0.087294884,0.77898726,0.859022859
MTS domain-containing protein,-0.051527794,4.234580603,0.083610255,0.783547318,0.863620698
Phage head-tail adaptor,-0.087141863,-0.408366727,0.083097758,0.784192262,0.863900892
DEAD-box ATP-dependent RNA helicase CshA,-0.067480808,9.383324744,0.082381853,0.785092044,0.864461409
thioredoxin,0.042931705,7.688057271,0.08122344,0.786560374,0.865579323
ABC transporter permease,0.073140917,12.36385418,0.080964391,0.786890294,0.865579323
DUF4809 domain-containing protein,0.054633335,4.006537819,0.079766939,0.788422909,0.866433637
signal peptidase II,-0.041176082,4.752579172,0.079745322,0.788450691,0.866433637
Ribosomal protein L20 leader,-0.104390266,5.93750461,0.079296051,0.789029041,0.866638455
ISL3 family ISEfa11 transposase,-0.04848037,9.415871497,0.07896963,0.789450369,0.866670688
Type II toxin-antitoxin system RelE/ParE family toxin,-0.042919006,6.892742764,0.077161899,0.791801105,0.868819972
M protein trans-acting positive regulator,-0.044574609,8.148511286,0.076067759,0.793238518,0.869965458
"ABC-type Zn uptake system ZnuABC, Zn-binding component ZnuA",0.056729346,2.972281553,0.075755307,0.793651068,0.869986371
YibE/F family protein,0.056140291,2.97106046,0.075051648,0.794583545,0.870576917
Ribosome biogenesis regulatory protein,0.102681692,3.190029463,0.074028569,0.795947838,0.871639758
DUF402 domain-containing protein,-0.044618605,8.944295587,0.072395311,0.798147216,0.873615591
PC4 domain-containing protein,0.045027444,3.394512441,0.071976357,0.798715721,0.873646832
PTS mannnose transporter subunit IIC,0.160891658,9.35017376,0.071792309,0.798966031,0.873646832
Aminopeptidase PepS,-0.050757579,8.946674314,0.07138993,0.799514496,0.873814409
YqaJ domain-containing protein,-0.083635344,1.432278585,0.069573082,0.80201234,0.875972157
PRC domain-containing protein,-0.085017658,1.432433772,0.069188466,0.802545569,0.875972157
tRNA-Arg(cct),0.089038169,-1.148171948,0.0690968,0.802677336,0.875972157
Metal-sensitive transcriptional regulator,-0.077903451,2.828769041,0.068669941,0.803266722,0.876182892
Type III secretion system protein PrgN,0.06516774,4.22735486,0.067399403,0.805046953,0.877468636
Neutral endopeptidase,0.039908857,9.191436834,0.066828685,0.805852519,0.877468636
Glycoside hydrolase family 1 protein,-0.037513844,4.892409682,0.066717461,0.806009943,0.877468636
Major tail shaft protein,-0.062861281,2.594315131,0.066701237,0.806032926,0.877468636
Mannosyl-glycoprotein endo-beta-N-acetylglucosamidase,0.05789553,1.514193299,0.065969576,0.807072441,0.878167898
alanine--tRNA ligase,0.055078329,8.73685839,0.065224864,0.808136367,0.878849121
DUF305 domain-containing protein,-0.051411811,7.184385114,0.064975971,0.808493492,0.878849121
Serine hydroxymethyltransferase,0.040726242,9.215991049,0.063418093,0.810745733,0.880864283
dUTP diphosphatase,0.044646138,6.244105238,0.062943765,0.811437366,0.88118272
ABC transporter ATP-binding protein,-0.054648694,12.03183503,0.06215801,0.812589291,0.882000452
Quinone oxidoreductase 2,-0.050081087,2.694802733,0.060192635,0.815505209,0.884731117
Cys-tRNA(Pro) deacylase,-0.056357492,6.560567525,0.058011226,0.818801967,0.887458639
pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha,0.048401395,11.98760956,0.057899494,0.818972597,0.887458639
IS66 family insertion sequence element accessory protein TnpB,-0.061877015,2.395649191,0.057735437,0.819223466,0.887458639
Site-specific tyrosine recombinase XerC-family,-0.035578327,6.125350224,0.057167649,0.8200946,0.887466998
Low molecular weight phosphotyrosine protein phosphatase,0.03927691,7.58227153,0.056825982,0.82062104,0.887466998
"ABC-type Mn2+/Zn2+ transport system, permease component",-0.042428378,2.783634369,0.056736308,0.820759496,0.887466998
Rhamnogalacturonan acetylesterase RhgT,-0.038669738,3.891120277,0.056447927,0.82120552,0.887466998
Terminase-3 domain-containing protein,0.087654315,1.512124921,0.05631601,0.8214102,0.887466998
PTS lactose/cellobiose transporter subunit IIA,0.109954596,8.596283043,0.056168085,0.821639505,0.887466998
DUF2786 domain-containing protein,-0.034606206,4.814426659,0.055147163,0.823232624,0.88875358
DAACS family dicarboxylate/amino acid:sodium (Na+) symporter,-0.099188316,9.636246427,0.054055947,0.824952896,0.890049103
"Phage major tail protein, phi13 family",0.069181227,-0.565581051,0.05372871,0.825474238,0.890049103
ArdcN domain-containing protein,0.039617056,3.158128705,0.053623151,0.825640304,0.890049103
4-phosphoerythronate dehydrogenase,0.077155594,4.837987755,0.053334111,0.826101022,0.890111774
polysaccharide biosynthesis C-terminal domain-containing protein,-0.067729165,5.046564049,0.052728699,0.827070353,0.890722138
SWIM-type domain-containing protein,0.033413596,4.812910103,0.052411839,0.827580037,0.890837129
"Multidrug ABC superfamily ATP binding cassette transporter, ABC/membrane protein",0.035425841,4.918584692,0.051889499,0.828423829,0.891311477
transcription termination factor Rho,0.035814754,8.717795727,0.049312681,0.832653903,0.895426936
Ovule protein,-0.041778894,4.086861546,0.048772043,0.833556159,0.89554265
4-carboxymuconolactone decarboxylase,-0.041169056,2.820423093,0.04876283,0.833571584,0.89554265
Tripartite tricarboxylate transporter permease,0.0562639,3.899698362,0.048376914,0.834218929,0.895802842
RepB family plasmid replication initiator protein,-0.091067104,6.938197365,0.047615651,0.835503945,0.896747195
Alpha-amylase,0.032180179,7.377272327,0.045940471,0.838370401,0.89938717
Adapter protein MecA,0.043246256,8.530016246,0.04542467,0.839264071,0.899663284
competence type IV pilus minor pilin ComGG,-0.120220958,-1.313614492,0.045199591,0.839660869,0.899663284
replication initiation protein,0.090099791,5.698601689,0.045089016,0.839848493,0.899663284
Radical SAM core domain-containing protein,-0.03917386,3.846039524,0.044793971,0.840364106,0.89977968
Serine protease do-like htrA,-0.04747867,7.31778486,0.044015848,0.841732565,0.900531443
Arginine repressor,0.031832895,8.074814675,0.043931979,0.84188082,0.900531443
Sulfur reduction protein DsrE,0.068639978,4.055372409,0.0420568,0.845235265,0.903682384
Rrf2 family transcriptional regulator,-0.043795509,2.863109931,0.040789303,0.847547327,0.905405218
Two-component sensor histidine kinase,-0.040183707,3.742269859,0.040642052,0.847818354,0.905405218
MptD family ECF transporter S component,0.043789013,1.700389917,0.04050284,0.848075173,0.905405218
asparagine synthase (glutamine-hydrolyzing),0.056921014,8.949257279,0.039924882,0.849145795,0.906110692
DUF1541 domain-containing protein,0.033224025,8.555288975,0.039455258,0.850021817,0.906472224
Helix-turn-helix domain protein,-0.059766025,0.350053454,0.039304635,0.850304564,0.906472224
Translation initiation factor IF-2,-0.034203065,7.83385538,0.037503823,0.853721721,0.909380311
PTS sugar transporter subunit IIB,0.088373328,8.360859838,0.037434464,0.853855055,0.909380311
HMA domain-containing protein,-0.035902994,3.090495915,0.036020936,0.856601012,0.911865593
Transcription termination/antitermination protein NusA,0.03819923,8.145258825,0.035436969,0.857751818,0.912384551
Ammonium transporter,-0.085912779,0.574139817,0.035355332,0.857913832,0.912384551
Protein hit,0.039150987,7.054302912,0.035039042,0.858541673,0.912545518
endonuclease III,-0.02961819,5.049479591,0.034863974,0.858890648,0.912545518
PTS system mannose/fructose/sorbose-specific IIB component,0.070127075,4.300658237,0.03460834,0.859401864,0.912650106
phage terminase small subunit,0.071864934,0.939496093,0.034346422,0.859927989,0.91277042
phosphonoacetaldehyde hydrolase,-0.077381772,1.60491976,0.034004282,0.860617827,0.912783674
pur operon repressor,-0.050306221,4.515261502,0.033930919,0.860766151,0.912783674
IS3 family ISEfa8 transposase ORF A,-0.052582317,9.214970379,0.033450742,0.861741797,0.913380208
Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase,-0.036214534,1.35909617,0.031223459,0.866365621,0.917841105
dipeptidase PepV,0.042023306,9.754671529,0.030998808,0.866841163,0.917905082
PTS sorbose transporter subunit IIC,0.066698071,2.465516393,0.028718209,0.871775472,0.922688161
PTS mannose/fructose/sorbose transporter subunit IIB,0.079384335,7.842802113,0.027986398,0.873401505,0.923966855
"L-serine ammonia-lyase, iron-sulfur-dependent subunit beta",0.025140164,6.097093683,0.027744726,0.8739433,0.924097866
DUF2179 domain-containing protein,-0.024409846,8.563782108,0.027284498,0.874981851,0.924753763
Lactose-binding protein,0.04964002,4.87554747,0.02678,0.876130744,0.925525598
ATPase P,0.025816521,6.342710567,0.026457029,0.876872118,0.925866405
"Small, acid-soluble spore protein, alpha/beta type",0.099482084,-1.449310293,0.025934335,0.878086318,0.926705894
IS982 family IS19 transposase,-0.022544675,7.363352885,0.02574961,0.878512459,0.926713285
IS30 family transposase,0.028417099,10.96693041,0.024440334,0.88161081,0.929271904
origin of transfer,0.022084506,5.755164816,0.02437044,0.881778586,0.929271904
SAM-dependent methyltransferase,0.023823946,8.370619019,0.023216421,0.884585357,0.931785719
BREX system Lon protease-like protein BrxL,0.022032127,7.088979884,0.022658842,0.885967172,0.932796866
PTS glucitol/sorbitol transporter subunit IIC,-0.032423287,2.92771125,0.021689125,0.888412613,0.934773586
YolD-like protein,0.026264282,8.242951373,0.021580416,0.888690221,0.934773586
LPXTG-motif protein cell wall anchor domain protein,-0.039442921,6.421741073,0.021290554,0.889433964,0.935111029
DUF2264 domain-containing protein,-0.022990412,4.548245597,0.021067134,0.890010779,0.935272734
Hsp33 family molecular chaperone HslO,-0.031347538,5.266438345,0.020027111,0.892738051,0.937413308
"ABC superfamily ATP binding cassette transporter, membrane protein",-0.031339159,0.612998694,0.01976354,0.89344092,0.937413308
ADP-dependent (S)-NAD(P)H-hydrate dehydratase,0.031527043,7.021625443,0.019751979,0.893471595,0.937413308
DNA primase,-0.023401795,8.665310163,0.019650427,0.893743669,0.937413308
Topoisomerase,0.047478389,1.672463521,0.0186171,0.896554138,0.93991522
translation initiation factor IF-3,-0.048562311,8.582421469,0.018270025,0.89751584,0.940477499
Trans-activating crRNA,0.039847935,-0.317072193,0.017843209,0.898712253,0.940780657
Glycine oxidase,0.01961329,5.351087742,0.017657475,0.899236322,0.940780657
"ABC superfamily ATP binding cassette transporter, binding protein",0.04857194,11.29892023,0.017568393,0.899489051,0.940780657
Conserved domain protein,-0.020753918,5.647506721,0.01749785,0.899689648,0.940780657
High-affinity zinc uptake system binding-protein ZnuA,-0.024647953,3.491956817,0.01741259,0.899932651,0.940780657
Cation efflux family protein,-0.023498101,5.357412757,0.016577417,0.902345829,0.942497243
ribosome biogenesis GTPase Der,0.023227281,8.021963203,0.016549601,0.902427256,0.942497243
IS21 family transposase,-0.022596276,2.923752492,0.016010348,0.904019857,0.943691336
Fe-S cluster assembly protein SufB,0.032891624,9.4535942,0.01587488,0.904424215,0.943691336
Phosphomannomutase/phosphoglucomutase,-0.036681895,9.353823894,0.015628834,0.905163165,0.943900594
TFIIB-type zinc ribbon-containing protein,0.02611674,7.260610394,0.015489949,0.905582896,0.943900594
MarR family transcriptional regulator,0.022077034,5.827487531,0.015324697,0.906084818,0.943900594
"ABC-type Mn2+/Zn2+ transport system, ATPase component",0.02623066,3.69996087,0.015243512,0.906332411,0.943900594
Membrane spanning protein,0.024675992,7.121238174,0.015002174,0.907072418,0.944226514
DNA-binding response regulator,-0.021892578,8.956800657,0.01454817,0.908481121,0.945247887
Sugar-binding domain protein,-0.018501463,5.230176415,0.013595792,0.911510746,0.947954026
ATP-dependent Zn protease,0.044364155,5.988711543,0.013374516,0.912229955,0.948255962
transcriptional regulator SpxA,0.028900035,10.91042327,0.012692055,0.914487055,0.950155488
16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA,-0.016929778,7.443838864,0.012350723,0.915639062,0.950905573
DUF1430 domain-containing protein,-0.016555594,4.438722349,0.012040137,0.91670142,0.951561897
Txe/YoeB family addiction module toxin,-0.024700119,7.111993265,0.011521456,0.918507034,0.952767342
MazG nucleotide pyrophosphohydrolase,0.015260942,5.217032867,0.011394851,0.918953988,0.952767342
ribosome recycling factor,-0.02119193,7.785948058,0.011220056,0.919575225,0.952767342
Processive diacylglycerol alpha-glucosyltransferase,0.016368839,8.833715805,0.011124753,0.919916007,0.952767342
DUF3206 domain-containing protein,0.027462322,1.759759517,0.011096518,0.920017312,0.952767342
glucose-6-phosphate isomerase,-0.019047765,10.96823731,0.010565383,0.921946711,0.954318435
Polysaccharide biosynthesis protein,-0.023952104,9.637562997,0.009820409,0.924737713,0.956759515
tRNA-Leu(caa),0.032253077,1.202792047,0.009313267,0.926699554,0.958340839
competence type IV pilus major pilin ComGC,0.061918128,-1.286732865,0.009197927,0.927155164,0.958363753
Uracil permease,0.029375213,4.922577384,0.008111953,0.931573835,0.962481191
ArsR family transcriptional regulator,-0.012829734,6.907209381,0.006997878,0.936432008,0.966731107
ribonuclease M5,0.013185146,5.111702763,0.006969262,0.936561751,0.966731107
Addiction module antidote protein,0.021887932,4.946021496,0.006523467,0.938618803,0.968402321
Septation ring formation regulator EzrA,0.013599869,9.932608301,0.006327635,0.939544798,0.968905573
DNA-directed RNA polymerase subunit beta,-0.02615132,11.45231923,0.006113094,0.94057599,0.96951679
"dTDP-glucose 4,6-dehydratase",-0.012981434,10.18318841,0.005988392,0.94118376,0.96969119
oligoendopeptidase F,-0.01390815,10.33779157,0.00567155,0.942757275,0.970513193
cyclic di-AMP binding protein CbpA,-0.015531654,8.571249327,0.005597852,0.943129572,0.970513193
Replication protein,-0.01255367,8.591862024,0.005508959,0.943581935,0.970513193
DUF1576 domain-containing protein,-0.014133299,2.368666659,0.005451461,0.943876491,0.970513193
Big-6 domain-containing protein,-0.011514969,3.861439129,0.005393242,0.944176336,0.970513193
DUF3899 domain-containing protein,0.013676564,4.356917887,0.005066257,0.945891545,0.971506285
D-aspartate ligase,0.019901937,9.501781685,0.005041945,0.946021271,0.971506285
redox-sensing transcriptional repressor Rex,0.012071967,8.475186479,0.00478491,0.947412489,0.972483293
PTS sugar transporter subunit IIA,-0.012428164,3.35740185,0.004578878,0.94855502,0.973204245
Serine hydrolase,0.010186289,4.656916436,0.004376016,0.949705515,0.973523585
Cobalt transporter,-0.01246346,5.821286351,0.004368806,0.94974689,0.973523585
23S rRNA (Guanine(745)-N(1))-methyltransferase,-0.012050543,4.340779481,0.00426511,0.950345845,0.973686127
tRNA (guanosine(46)-N7)-methyltransferase TrmB,-0.016308969,4.582882352,0.003928426,0.952342777,0.975280167
"PTS system, IIA component",-0.014297264,6.54769113,0.003810564,0.95306204,0.975543139
phosphoribosylformylglycinamidine synthase subunit PurL,-0.01427144,1.737790537,0.003690009,0.953809423,0.975543139
DUF1836 domain-containing protein,-0.011552895,9.151468779,0.003671816,0.953923232,0.975543139
triphosphoribosyl-dephospho-CoA synthase MdcB,0.009846797,2.959082941,0.003440567,0.955395727,0.976597297
UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase,0.010174832,7.836540991,0.003325876,0.956144473,0.976625817
"1,2-diacylglycerol 3-glucosyltransferase",-0.008337974,8.438787236,0.003242443,0.956697328,0.976625817
Transcriptional regulator LldR,0.012347751,2.790496103,0.003206143,0.956940093,0.976625817
tRNA-Val(tac),0.037446393,-2.245445369,0.00313422,0.957431241,0.976625817
L-ascorbate 6-phosphate lactonase,0.018706686,2.60740663,0.00308826,0.95773813,0.976625817
cell wall metabolism sensor histidine kinase WalK,-0.008227886,8.515943418,0.003039323,0.958073901,0.976625817
Permease IIC component,-0.020795874,11.21469942,0.002796515,0.959781534,0.977159925
Rhodanese-like domain-containing protein,0.010824359,4.694018601,0.002787218,0.95984837,0.977159925
tRNA-Gln(ttg),0.025952274,-0.684223989,0.002749236,0.960123071,0.977159925
6S / SsrS RNA,0.041242736,13.2934971,0.002715783,0.96036568,0.977159925
Curli production assembly/transport component CsgE,-0.007959517,5.68594102,0.002534296,0.961711519,0.978063105
Response regulator,0.012338003,2.11116716,0.002478091,0.962138061,0.978063105
ATP-dependent DNA helicase RecG,0.007316487,8.666963377,0.002299308,0.963528102,0.978581007
